domain_id	Accession_pfam	Clan_pfam	EC_phrog	Function_pfam	Function_phrog	L1_phrog	alignment_length	bit_score
phrog_1980					tail fiber protein	tail	592.0	172.57
phrog_25271					hypothetical	unknown function	60.0	120.51
phrog_1629					Ulx-like anti-restriction	moron, auxiliary metabolic gene and host takeover	145.0	230.7
phrog_9839					hypothetical	unknown function	101.0	172.86
phrog_4578					HNH endonuclease	DNA, RNA and nucleotide metabolism	121.0	140.15
DUF7940	PF25612			Family of unknown function (DUF7940)			68.0	48.31
phrog_13865					hypothetical	unknown function	85.0	118.52
phrog_609					RIIB lysis inhibitor	lysis	312.0	465.67
phrog_822					amidase	lysis	151.0	257.94
phrog_15398					hypothetical	unknown function	108.0	226.17
phrog_1130					membrane protein	moron, auxiliary metabolic gene and host takeover	65.0	63.33
Antiterm	PF03589	CL0895		Antitermination protein Q			177.0	96.58
Phage_Nu1	PF07471	CL0123		Phage DNA packaging protein Nu1			164.0	333.17
phrog_16375					hypothetical	unknown function	73.0	157.79
phrog_938					endolysin	lysis	166.0	196.53
phrog_1826					hypothetical	unknown function	70.0	128.38
phrog_92					DNA packaging chaperone FI	head and packaging	132.0	194.62
phrog_29095					endonuclease	DNA, RNA and nucleotide metabolism	92.0	194.55
phrog_16150					tail assembly protein	tail	417.0	858.79
phrog_14200					hypothetical	unknown function	66.0	131.53
phrog_36005					hypothetical	unknown function	46.0	64.45
phrog_10456					hypothetical	unknown function	64.0	62.2
phrog_1427					hypothetical	unknown function	72.0	131.79
phrog_35057					hypothetical	unknown function	103.0	190.3
AAA_25	PF13481	CL0023		AAA domain			189.0	66.59
phrog_142					Ren-like exclusion protein	moron, auxiliary metabolic gene and host takeover	96.0	142.57
phrog_12604					hypothetical	unknown function	91.0	210.49
NinG	PF05766	CL0263		Bacteriophage Lambda NinG protein			199.0	309.24
phrog_17					DNA polymerase	DNA, RNA and nucleotide metabolism	704.0	479.71
phrog_2363					hypothetical	unknown function	192.0	437.76
phrog_34266					hypothetical	unknown function	47.0	77.53
DNA_pol_A_exo1	PF01612	CL0219		3'-5' exonuclease			196.0	135.32
phrog_425					membrane associated protein	moron, auxiliary metabolic gene and host takeover	222.0	226.0
RNA_lig_T4_1	PF09511	CL0179		RNA ligase			195.0	90.06
phrog_12582					head protein	head and packaging	52.0	99.33
Phage_T4_Y04J	PF26863			Phage T4 Y04J protein			51.0	99.47
cREC_REC	PF20274	CL0304		Cyclic-phosphate processing Receiver domain			100.0	53.35
phrog_54					DksA-like zinc-finger protein	other	74.0	110.79
Dit_like	PF21821	CL0504		Dit-like phage tail protein			137.0	79.99
phrog_785					holin	lysis	101.0	95.36
phrog_4332					hypothetical	unknown function	127.0	224.8
phrog_23744					hypothetical	unknown function	97.0	221.56
phrog_38					terminase large subunit	head and packaging	570.0	398.05
phrog_4887					hypothetical	unknown function	87.0	152.23
T4_Y16D	PF26092			Phage T4 y16D protein			92.0	105.55
phrog_19819					hypothetical	unknown function	82.0	58.35
DUF2654	PF10849			Protein of unknown function (DUF2654)			70.0	144.62
phrog_4982					hypothetical	unknown function	93.0	159.97
phrog_10786					hypothetical	unknown function	77.0	147.07
phrog_14913					HNH endonuclease	DNA, RNA and nucleotide metabolism	142.0	176.08
phrog_113					portal protein	head and packaging	518.0	269.97
phrog_11822					hypothetical	unknown function	50.0	130.33
phrog_1235					hypothetical	unknown function	61.0	56.99
phrog_2201					hypothetical	unknown function	70.0	71.99
phrog_13260					hypothetical	unknown function	527.0	692.03
phrog_465					endolysin	lysis	137.0	171.4
phrog_1246					lysis inhibition	lysis	97.0	120.9
phrog_16810					hypothetical	unknown function	104.0	230.68
phrog_20082					membrane protein	moron, auxiliary metabolic gene and host takeover	41.0	99.28
phrog_1804					Rz-like spanin	lysis	132.0	154.51
DUF7279	PF23945			Family of unknown function (DUF7279)			53.0	65.8
phrog_447					NAD synthetase	other	150.0	162.15
phrog_4243					hypothetical	unknown function	231.0	361.96
phrog_22596					hypothetical	unknown function	47.0	130.58
phrog_1662					hypothetical	unknown function	71.0	118.97
Phage_T4_gp13	PF26809			Bacteriophage T4 neck protein gp13			307.0	279.61
phrog_5018					hypothetical	unknown function	118.0	157.98
phrog_12544					hypothetical	unknown function	84.0	194.72
phrog_5145					hypothetical	unknown function	76.0	164.31
AAA_24	PF13479	CL0023		AAA domain			208.0	43.2
BC10	PF06726			Bladder cancer-related protein BC10			68.0	83.73
phrog_8760					hypothetical	unknown function	63.0	89.87
T4_Y13H	PF25744			Bacteriophage T4 Y13H protein			61.0	115.49
phrog_37033					hypothetical	unknown function	71.0	125.12
phrog_23498					hypothetical	unknown function	37.0	82.47
DM_Arn	PF22134			DNA Mimic Protein Arn			79.0	182.14
phrog_2084					hypothetical	unknown function	66.0	140.82
phrog_36357					hypothetical	unknown function	59.0	34.42
phrog_2164					hypothetical	unknown function	138.0	107.76
Gam	PF06064			Host-nuclease inhibitor protein Gam			98.0	215.13
phrog_3779					tail length tape measure protein	tail	1225.0	2107.2
FRD2	PF03197			Bacteriophage FRD2 protein			103.0	129.58
NUMOD1	PF07453	CL0123		NUMOD1 domain			38.0	48.15
Thymidylat_synt	PF00303			Thymidylate synthase			219.0	57.02
phrog_543					DNA topoisomerase II large subunit	DNA, RNA and nucleotide metabolism	605.0	967.02
phrog_8549					hypothetical	unknown function	103.0	131.81
BRCT	PF00533	CL0459		BRCA1 C Terminus (BRCT) domain			74.0	29.18
phrog_9502					tail fiber protein	tail	622.0	942.52
phrog_135					dUTPase	DNA, RNA and nucleotide metabolism	169.0	167.4
phrog_20874					hypothetical	unknown function	56.0	150.05
phrog_1373					transcriptional regulator	transcription regulation	99.0	106.75
phrog_9821					hypothetical	unknown function	253.0	587.69
phrog_5180					hypothetical	unknown function	69.0	157.15
phrog_12060					hypothetical	unknown function	73.0	174.56
Phage_phiTE_241_N	PF26208			Putative phage tail fibre N-terminal domain			107.0	164.22
phrog_6325					hypothetical	unknown function	93.0	180.77
phrog_18049					hypothetical	unknown function	75.0	148.0
phrog_2380					hypothetical	unknown function	70.0	94.07
phrog_14592					virion structural protein	head and packaging	123.0	121.1
phrog_93					endonuclease	DNA, RNA and nucleotide metabolism	92.0	110.78
phrog_10623					hypothetical	unknown function	57.0	114.33
Phage_T4_Y04H	PF26812			Y04H protein			70.0	129.07
phrog_3684					hypothetical	unknown function	46.0	30.33
Phage_NinH	PF06322	CL0123		Phage NinH protein			60.0	149.35
phrog_2023					hypothetical	unknown function	95.0	162.83
RecA_dep_nuc	PF16786	CL0263		Recombination enhancement, RecA-dependent nuclease			104.0	172.03
phrog_8280					tail spike protein with colonic acid degradation activity	tail	644.0	332.49
phrog_1234					Mrh transcription modulator under heat shock	transcription regulation	156.0	194.06
Phage_holin_T	PF11031			Bacteriophage T holin			213.0	389.61
phrog_262					DNA polymerase	DNA, RNA and nucleotide metabolism	898.0	1200.12
phrog_60					hypothetical	unknown function	178.0	101.41
DUF7244	PF23896	CL0010		Domain of unknown function (DUF7244)			57.0	102.97
phrog_5607					hypothetical	unknown function	49.0	110.02
phrog_4182					hypothetical	unknown function	140.0	213.83
phrog_1419					tail protein	tail	784.0	714.37
phrog_510					DNA primase	DNA, RNA and nucleotide metabolism	307.0	303.03
phrog_20476					hypothetical	unknown function	99.0	140.83
DUF2560	PF10834			Protein of unknown function (DUF2560)			109.0	16.29
phrog_11609					hypothetical	unknown function	66.0	162.9
phrog_18423					hypothetical	unknown function	48.0	126.2
Phage-tail_2	PF09096	CL0504		Baseplate structural protein, domain 2			173.0	301.86
phrog_1111					endonuclease	DNA, RNA and nucleotide metabolism	136.0	218.9
phrog_6082					hypothetical	unknown function	75.0	129.26
phrog_858					starvation-inducible transcriptional regulator	transcription regulation	128.0	180.87
RepB_primase	PF16793			RepB DNA-primase N-terminal domain			208.0	124.35
phrog_56					DNA methyltransferase	other	259.0	200.36
phrog_805					internal virion protein	head and packaging	193.0	231.15
phrog_651					head morphogenesis	head and packaging	151.0	262.36
phrog_20227					hypothetical	unknown function	54.0	145.78
Sigma70_r4_2	PF08281	CL0123		Sigma-70, region 4			35.0	22.35
phrog_11158					hypothetical	unknown function	38.0	75.66
phrog_10679					hypothetical	unknown function	73.0	126.93
phrog_17779					hypothetical	unknown function	133.0	47.19
Baseplate_J_N	PF26776			Baseplate J-like N-terminal domain			58.0	107.44
phrog_2441					decoy of host sigma32	moron, auxiliary metabolic gene and host takeover	67.0	133.4
phrog_413					head protein	head and packaging	141.0	291.57
Calx-beta	PF03160	CL0159		Calx-beta domain			84.0	25.27
DUF5471	PF17565			Family of unknown function (DUF5471)			70.0	169.08
SH3_14	PF18343	CL0010		Dda helicase SH3 domain			130.0	234.02
HTH_7	PF02796	CL0123		Helix-turn-helix domain of resolvase			45.0	65.27
T4_Rnl2_C	PF18043			T4 RNA ligase 2 C-terminal			80.0	83.73
phrog_2347					hypothetical	unknown function	73.0	145.22
phrog_5162					hypothetical	unknown function	205.0	295.97
GpA_nuclease	PF20454	CL0023		Terminase large subunit gpA, endonuclease domain			287.0	248.78
Phage_30_8	PF06019			Phage GP30.8 protein			110.0	188.96
DUF6378	PF19905			Domain of unknown function (DUF6378)			81.0	38.41
phrog_3155					internal virion protein	head and packaging	157.0	340.3
phrog_2015					tail tube protein	tail	278.0	470.69
phrog_6596					hypothetical	unknown function	135.0	156.67
phrog_173					nucleoside triphosphate pyrophosphohydrolase	DNA, RNA and nucleotide metabolism	179.0	69.77
phrog_14449					transposase	integration and excision	102.0	240.79
UvrD_C_2	PF13538	CL0023		UvrD-like helicase C-terminal domain			50.0	27.47
Phage_gp49_66	PF13876			Phage protein (N4 Gp49/phage Sf6 gene 66) family			94.0	121.13
TerB	PF05099	CL0414		Tellurite resistance protein TerB			135.0	13.34
DUF7295	PF23967			Family of unknown function (DUF7295)			115.0	211.45
phrog_2010					unknown function	unknown function	78.0	138.33
T5orf172	PF10544	CL0418		T5orf172 domain			104.0	29.31
phrog_6279					hypothetical	unknown function	31.0	85.32
phrog_4899					hypothetical	unknown function	159.0	164.89
phrog_13464					hypothetical	unknown function	74.0	160.49
Macro	PF01661	CL0223		Macro domain			117.0	27.4
phrog_12108					hypothetical	unknown function	71.0	154.83
phrog_11918					hypothetical	unknown function	110.0	251.85
phrog_7821					virion structural protein	head and packaging	150.0	226.59
phrog_3022					DNA primase	DNA, RNA and nucleotide metabolism	849.0	766.49
phrog_14979					hypothetical	unknown function	95.0	208.27
phrog_5890					tellurite resistance	moron, auxiliary metabolic gene and host takeover	367.0	434.87
phrog_8066					hypothetical	unknown function	522.0	839.38
HTH_36	PF13730	CL0123		Helix-turn-helix domain			55.0	23.21
phrog_8469					tail fiber protein	tail	220.0	151.0
phrog_62					DNA helicase	DNA, RNA and nucleotide metabolism	473.0	497.37
phrog_4386					hypothetical	unknown function	165.0	281.63
SU10_MCP	PF17236	CL0373		SU10 major capsid protein			341.0	260.53
phrog_4905					hypothetical	unknown function	112.0	182.05
E217_gp28	PF22755	CL0504		E217 collar protein gp28			110.0	156.26
phrog_5988					hypothetical	unknown function	71.0	136.72
phrog_10580					hypothetical	unknown function	104.0	102.59
phrog_3721					hypothetical	unknown function	265.0	534.56
phrog_4334					hypothetical	unknown function	127.0	139.54
phrog_6117					colanic acid degradation	moron, auxiliary metabolic gene and host takeover	802.0	922.11
phrog_531					Rnase H	DNA, RNA and nucleotide metabolism	193.0	125.8
phrog_22347					hypothetical	unknown function	76.0	188.44
DTP-pb9_A-dom_N	PF21425	CL0504		Distal tail protein pb9, A domain, N-terminal			84.0	145.09
phrog_2114					hypothetical	unknown function	238.0	369.48
Phage_portal	PF04860	CL0838		Phage portal protein			267.0	55.94
phrog_7594					hypothetical	unknown function	66.0	104.58
phrog_3546					hypothetical	unknown function	59.0	140.7
phrog_4375					hypothetical	unknown function	110.0	208.65
phrog_799					DNA methyltransferase	other	177.0	200.57
phrog_17131					hypothetical	unknown function	49.0	89.21
gp45-slide_C	PF09116	CL0060		gp45 sliding clamp, C terminal			108.0	189.66
phrog_18706					hypothetical	unknown function	54.0	144.42
phrog_11265					tail length tape measure protein	tail	96.0	189.83
phrog_1106					unknown function	unknown function	170.0	155.27
phrog_125					DNA invertase	DNA, RNA and nucleotide metabolism	220.0	110.34
phrog_13854					hypothetical	unknown function	85.0	195.85
phrog_15376					hypothetical	unknown function	60.0	140.03
phrog_20446					hypothetical	unknown function	185.0	403.79
phrog_1962					glycosyltransferase	moron, auxiliary metabolic gene and host takeover	233.0	430.68
Portal_T4	PF07230	CL0838		Bacteriophage T4-like portal protein (Gp20)			437.0	649.11
phrog_97					UvsX-like recombinase	other	393.0	427.88
phrog_1365					hypothetical	unknown function	106.0	54.45
phrog_6888					hypothetical	unknown function	49.0	105.84
phrog_1064					prohead	head and packaging	85.0	106.53
phrog_474					phosphofructokinase	other	177.0	65.19
NRDD	PF13597	CL0339		Anaerobic ribonucleoside-triphosphate reductase			584.0	542.01
phrog_839					hypothetical	unknown function	153.0	195.62
phrog_6273					hypothetical	unknown function	115.0	172.17
phrog_1906					tail protein	tail	242.0	470.09
phrog_15					terminase large subunit	head and packaging	641.0	888.92
phrog_2452					hypothetical	unknown function	76.0	108.72
Gp10A-like	PF21703	CL0373		Major capsid protein			280.0	391.4
phrog_30280					hypothetical	unknown function	84.0	197.44
RexB	PF15968			Membrane-anchored ion channel, Abi component			139.0	305.23
phrog_6208					hypothetical	unknown function	89.0	151.08
phrog_9867					hypothetical	unknown function	148.0	235.25
phrog_1219					tail needle protein	tail	233.0	386.19
phrog_36027					hypothetical	unknown function	44.0	110.71
phrog_832					RNA polymerase ADP-ribosylase	DNA, RNA and nucleotide metabolism	200.0	239.64
phrog_5441					hypothetical	unknown function	40.0	93.08
phrog_4301					hypothetical	unknown function	126.0	89.04
phrog_4462					hypothetical	unknown function	106.0	195.09
phrog_14928					hypothetical	unknown function	187.0	413.67
phrog_35630					hypothetical	unknown function	109.0	239.24
phrog_11600					hypothetical	unknown function	466.0	422.3
DUF4055	PF13264			Domain of unknown function (DUF4055)			143.0	58.11
RPOL_N	PF14700			DNA-directed RNA polymerase N-terminal			291.0	117.99
phrog_10205					membrane protein	moron, auxiliary metabolic gene and host takeover	70.0	103.05
phrog_235					hypothetical	unknown function	166.0	345.05
Gp6_2nd	PF21515			Baseplate wedge protein gp6, domain II			66.0	130.73
phrog_5410					ATP-dependent protease	other	332.0	517.07
phrog_169					tail completion or Neck1 protein	connector	145.0	145.6
phrog_16356					hypothetical	unknown function	70.0	163.45
phrog_13102					hypothetical	unknown function	323.0	670.77
phrog_4882					hypothetical	unknown function	65.0	124.69
phrog_19635					hypothetical	unknown function	54.0	132.27
phrog_21280					hypothetical	unknown function	47.0	110.7
phrog_5153					hypothetical	unknown function	68.0	145.49
DUF723	PF05265	CL0839		Protein of unknown function (DUF723)			59.0	39.73
Phage_T4_Y16K	PF26909			Bacteriophage T4 protein Y16K			70.0	116.96
phrog_27406					endonuclease	DNA, RNA and nucleotide metabolism	97.0	225.16
phrog_18961					hypothetical	unknown function	80.0	171.73
Ail_Lom	PF06316	CL0193		Enterobacterial Ail/Lom protein			206.0	182.14
PAAR_motif	PF05488			PAAR motif			78.0	37.09
phrog_5792					hypothetical	unknown function	98.0	190.95
phrog_4765					hypothetical	unknown function	279.0	262.74
phrog_5082					hypothetical	unknown function	91.0	128.15
phrog_979					terminase large subunit	head and packaging	514.0	652.99
phrog_31467					hypothetical	unknown function	254.0	118.11
phrog_49					head decoration	head and packaging	110.0	136.97
phrog_15977					hypothetical	unknown function	44.0	112.87
T7-like_gp12	PF10922			Bacteriophage T7-like, gene 1.2			85.0	135.07
phrog_15807					hypothetical	unknown function	82.0	191.93
phrog_10314					hypothetical	unknown function	53.0	125.47
phrog_211					head-tail adaptor Ad2	connector	309.0	330.73
phrog_550					CIII anti-termination	transcription regulation	50.0	109.51
phrog_653					hypothetical	unknown function	60.0	91.69
phrog_7213					hypothetical	unknown function	102.0	130.6
phrog_6144					hypothetical	unknown function	134.0	107.13
phrog_355					nucleoside 2-deoxyribosyltransferase	DNA, RNA and nucleotide metabolism	117.0	89.08
phrog_17193					tail completion or Neck1 protein	connector	119.0	265.56
